wb1,wb2,wb3,wb4,wb5,pb,prize,daysin,daycos,year
1.00,23.00,42.00,51.00,59.00,20.00,20000000.00,0.53,-0.85,18.07
5.00,6.00,12.00,16.00,21.00,7.00,232100000.00,0.57,-0.82,18.08
19.00,23.00,34.00,52.00,57.00,21.00,198600000.00,0.63,-0.78,18.09
23.00,30.00,31.00,35.00,42.00,6.00,169200000.00,0.67,-0.74,18.10
6.00,7.00,31.00,40.00,56.00,38.00,148300000.00,0.72,-0.70,18.11
19.00,30.00,32.00,37.00,40.00,37.00,131100000.00,0.75,-0.66,18.12
4.00,15.00,32.00,49.00,58.00,21.00,113700000.00,0.80,-0.61,18.13
7.00,8.00,12.00,22.00,31.00,18.00,94700000.00,0.83,-0.56,18.14
3.00,20.00,38.00,42.00,45.00,27.00,81000000.00,0.86,-0.50,18.15
6.00,19.00,36.00,50.00,59.00,13.00,65100000.00,0.89,-0.46,18.16
8.00,26.00,30.00,42.00,52.00,15.00,54200000.00,0.92,-0.40,18.17
15.00,22.00,30.00,37.00,48.00,12.00,42500000.00,0.94,-0.35,18.18
7.00,15.00,28.00,43.00,44.00,20.00,32100000.00,0.96,-0.28,18.19
16.00,22.00,26.00,27.00,59.00,5.00,25000000.00,0.97,-0.23,18.20
7.00,28.00,35.00,46.00,49.00,20.00,20000000.00,0.99,-0.17,18.21
1.00,6.00,48.00,52.00,56.00,9.00,144000000.00,0.99,-0.12,18.22
14.00,21.00,50.00,57.00,58.00,7.00,126200000.00,1.00,-0.05,18.23
2.00,9.00,33.00,41.00,54.00,14.00,110700000.00,1.00,0.00,18.24
2.00,3.00,16.00,41.00,48.00,19.00,95300000.00,1.00,0.07,18.25
10.00,20.00,23.00,47.00,54.00,26.00,80700000.00,0.99,0.12,18.25
19.00,23.00,27.00,49.00,52.00,21.00,68300000.00,0.98,0.19,18.27
16.00,26.00,29.00,41.00,45.00,1.00,56400000.00,0.97,0.24,18.27
7.00,30.00,33.00,44.00,51.00,10.00,45100000.00,0.95,0.31,18.28
3.00,7.00,13.00,34.00,47.00,30.00,32500000.00,0.93,0.36,18.29
21.00,27.00,28.00,56.00,59.00,21.00,25000000.00,0.91,0.42,18.30
1.00,6.00,44.00,49.00,55.00,36.00,20000000.00,0.88,0.47,18.31
3.00,16.00,20.00,42.00,58.00,7.00,174400000.00,0.85,0.53,18.32
17.00,32.00,42.00,49.00,56.00,11.00,150200000.00,0.82,0.57,18.33
13.00,31.00,41.00,45.00,46.00,21.00,130400000.00,0.78,0.63,18.34
2.00,15.00,39.00,44.00,56.00,15.00,108300000.00,0.75,0.66,18.35
2.00,8.00,9.00,33.00,45.00,5.00,92700000.00,0.70,0.71,18.36
5.00,10.00,22.00,45.00,49.00,37.00,78900000.00,0.66,0.75,18.37
5.00,18.00,20.00,28.00,53.00,27.00,66600000.00,0.61,0.79,18.38
7.00,24.00,30.00,32.00,44.00,18.00,54200000.00,0.57,0.82,18.39
1.00,14.00,26.00,33.00,41.00,37.00,43100000.00,0.51,0.86,18.40
5.00,10.00,18.00,23.00,32.00,4.00,30000000.00,0.46,0.89,18.41
6.00,20.00,25.00,37.00,42.00,25.00,25000000.00,0.40,0.92,18.42
20.00,26.00,38.00,46.00,54.00,23.00,20000000.00,0.35,0.94,18.43
2.00,5.00,9.00,23.00,59.00,26.00,163200000.00,0.29,0.96,18.44
8.00,25.00,34.00,39.00,46.00,34.00,147300000.00,0.24,0.97,18.45
8.00,10.00,18.00,43.00,56.00,9.00,129700000.00,0.17,0.99,18.46
23.00,31.00,33.00,38.00,52.00,24.00,105300000.00,0.12,0.99,18.47
17.00,22.00,24.00,38.00,55.00,24.00,91000000.00,0.05,1.00,18.48
3.00,16.00,18.00,20.00,37.00,30.00,20000000.00,-0.03,1.00,18.48
1.00,17.00,38.00,50.00,52.00,24.00,48800000.00,-0.10,0.99,18.50
11.00,33.00,44.00,46.00,47.00,12.00,36200000.00,-0.15,0.99,18.50
4.00,11.00,19.00,33.00,43.00,14.00,25000000.00,-0.22,0.98,18.52
10.00,11.00,18.00,32.00,45.00,18.00,20000000.00,-0.27,0.96,18.52
1.00,8.00,10.00,19.00,20.00,23.00,37500000.00,-0.34,0.94,18.53
8.00,11.00,25.00,41.00,58.00,16.00,25000000.00,-0.39,0.92,18.54
13.00,24.00,27.00,31.00,42.00,22.00,20000000.00,-0.45,0.89,18.55
5.00,10.00,11.00,12.00,20.00,2.00,95300000.00,-0.49,0.87,18.56
10.00,30.00,37.00,47.00,54.00,39.00,79400000.00,-0.55,0.83,18.57
8.00,20.00,21.00,32.00,37.00,4.00,65300000.00,-0.59,0.80,18.58
10.00,12.00,38.00,53.00,57.00,1.00,51600000.00,-0.65,0.76,18.59
14.00,16.00,53.00,54.00,59.00,5.00,36200000.00,-0.69,0.73,18.60
17.00,30.00,48.00,51.00,54.00,29.00,25000000.00,-0.74,0.68,18.61
5.00,8.00,11.00,40.00,44.00,10.00,20000000.00,-0.77,0.64,18.62
7.00,12.00,23.00,34.00,38.00,33.00,128600000.00,-0.81,0.58,18.63
34.00,38.00,39.00,45.00,50.00,33.00,106500000.00,-0.84,0.54,18.64
1.00,7.00,27.00,36.00,49.00,39.00,88800000.00,-0.88,0.48,18.65
20.00,24.00,25.00,53.00,59.00,15.00,72300000.00,-0.90,0.44,18.66
2.00,7.00,16.00,20.00,46.00,34.00,59500000.00,-0.93,0.37,18.67
7.00,17.00,20.00,39.00,59.00,17.00,46100000.00,-0.95,0.33,18.68
11.00,12.00,15.00,16.00,28.00,11.00,34000000.00,-0.97,0.26,18.69
12.00,22.00,32.00,34.00,46.00,2.00,25000000.00,-0.98,0.21,18.70
2.00,6.00,32.00,42.00,49.00,35.00,20000000.00,-0.99,0.14,18.71
14.00,26.00,37.00,41.00,46.00,24.00,61500000.00,-1.00,0.09,18.72
12.00,20.00,30.00,36.00,47.00,25.00,49000000.00,-1.00,0.02,18.73
13.00,44.00,51.00,52.00,55.00,30.00,35500000.00,-1.00,-0.03,18.73
8.00,16.00,27.00,35.00,42.00,30.00,25000000.00,-1.00,-0.10,18.75
10.00,24.00,36.00,52.00,55.00,15.00,20000000.00,-0.99,-0.15,18.75
1.00,18.00,37.00,39.00,44.00,13.00,116000000.00,-0.98,-0.22,18.76
7.00,20.00,21.00,34.00,43.00,34.00,95100000.00,-0.96,-0.27,18.77
7.00,17.00,20.00,36.00,59.00,33.00,79100000.00,-0.94,-0.33,18.78
10.00,35.00,39.00,51.00,57.00,20.00,63700000.00,-0.92,-0.38,18.79
11.00,14.00,22.00,33.00,42.00,38.00,50400000.00,-0.90,-0.44,18.80
17.00,20.00,21.00,40.00,51.00,19.00,34700000.00,-0.87,-0.49,18.81
4.00,22.00,27.00,32.00,56.00,13.00,25000000.00,-0.84,-0.55,18.82
16.00,17.00,29.00,31.00,36.00,23.00,20000000.00,-0.81,-0.59,18.83
7.00,10.00,12.00,22.00,27.00,26.00,79000000.00,-0.76,-0.65,18.84
4.00,32.00,33.00,47.00,55.00,39.00,65300000.00,-0.73,-0.68,18.85
9.00,33.00,36.00,50.00,58.00,31.00,52900000.00,-0.68,-0.73,18.86
7.00,10.00,22.00,23.00,52.00,29.00,38100000.00,-0.64,-0.77,18.87
4.00,22.00,26.00,31.00,52.00,30.00,25500000.00,-0.59,-0.81,18.88
19.00,28.00,30.00,37.00,53.00,36.00,20000000.00,-0.55,-0.84,18.89
1.00,16.00,17.00,41.00,57.00,15.00,85700000.00,-0.49,-0.87,18.90
1.00,11.00,20.00,25.00,27.00,2.00,68500000.00,-0.44,-0.90,18.91
20.00,30.00,38.00,46.00,59.00,27.00,53900000.00,-0.38,-0.93,18.92
16.00,22.00,30.00,51.00,58.00,25.00,38600000.00,-0.33,-0.94,18.93
22.00,27.00,35.00,37.00,45.00,3.00,25600000.00,-0.26,-0.96,18.94
20.00,21.00,23.00,38.00,42.00,6.00,20000000.00,-0.21,-0.98,18.95
20.00,21.00,27.00,28.00,56.00,4.00,73800000.00,-0.15,-0.99,18.96
10.00,41.00,44.00,48.00,56.00,4.00,56000000.00,-0.09,-1.00,18.96
3.00,10.00,14.00,52.00,53.00,3.00,42100000.00,-0.03,-1.00,18.98
6.00,38.00,43.00,47.00,48.00,27.00,27400000.00,0.03,-1.00,18.98
13.00,30.00,32.00,38.00,57.00,25.00,20000000.00,0.09,-1.00,18.99
11.00,30.00,45.00,47.00,48.00,10.00,96900000.00,0.15,-0.99,19.00
9.00,30.00,31.00,50.00,54.00,39.00,79100000.00,0.21,-0.98,19.01
8.00,11.00,18.00,29.00,36.00,6.00,61500000.00,0.26,-0.96,19.02
9.00,12.00,13.00,35.00,38.00,30.00,45700000.00,0.33,-0.94,19.03
14.00,22.00,27.00,32.00,49.00,5.00,29000000.00,0.38,-0.93,19.04
18.00,34.00,40.00,48.00,59.00,25.00,20000000.00,0.44,-0.90,19.05
4.00,9.00,14.00,39.00,43.00,38.00,261600000.00,0.49,-0.87,19.06
1.00,3.00,24.00,28.00,41.00,10.00,224500000.00,0.55,-0.84,19.07
1.00,6.00,10.00,13.00,20.00,32.00,190200000.00,0.59,-0.81,19.08
19.00,20.00,40.00,47.00,57.00,29.00,164400000.00,0.64,-0.77,19.09
2.00,7.00,29.00,55.00,58.00,27.00,145700000.00,0.68,-0.73,19.10
15.00,21.00,23.00,28.00,36.00,20.00,122500000.00,0.73,-0.68,19.11
37.00,51.00,52.00,53.00,58.00,38.00,97300000.00,0.76,-0.65,19.12
5.00,22.00,34.00,41.00,57.00,31.00,78900000.00,0.81,-0.59,19.13
13.00,34.00,40.00,47.00,57.00,11.00,62800000.00,0.84,-0.55,19.14
16.00,23.00,25.00,49.00,58.00,20.00,46600000.00,0.87,-0.49,19.15
12.00,22.00,25.00,28.00,44.00,24.00,30200000.00,0.90,-0.44,19.16
1.00,12.00,53.00,56.00,57.00,5.00,20000000.00,0.92,-0.38,19.17
11.00,34.00,41.00,49.00,55.00,20.00,258500000.00,0.94,-0.33,19.18
5.00,21.00,22.00,41.00,49.00,15.00,212700000.00,0.96,-0.27,19.19
6.00,14.00,32.00,38.00,52.00,20.00,177600000.00,0.98,-0.22,19.19
21.00,22.00,49.00,52.00,58.00,34.00,150600000.00,0.99,-0.15,19.21
4.00,36.00,40.00,44.00,52.00,33.00,125300000.00,1.00,-0.10,19.21
10.00,15.00,31.00,52.00,59.00,4.00,103500000.00,1.00,-0.03,19.22
5.00,13.00,17.00,45.00,54.00,12.00,82800000.00,1.00,0.02,19.23
7.00,21.00,32.00,44.00,52.00,10.00,65200000.00,1.00,0.09,19.24
14.00,20.00,24.00,39.00,49.00,7.00,45200000.00,0.99,0.14,19.25
9.00,36.00,39.00,44.00,45.00,9.00,30300000.00,0.98,0.21,19.26
24.00,26.00,45.00,48.00,55.00,8.00,20000000.00,0.97,0.26,19.27
6.00,16.00,20.00,31.00,36.00,8.00,211700000.00,0.95,0.33,19.28
17.00,21.00,37.00,41.00,50.00,1.00,172700000.00,0.93,0.37,19.29
10.00,29.00,33.00,41.00,59.00,15.00,144700000.00,0.90,0.44,19.30
7.00,9.00,14.00,45.00,49.00,23.00,118400000.00,0.88,0.48,19.31
18.00,47.00,51.00,53.00,58.00,30.00,96500000.00,0.84,0.54,19.32
4.00,17.00,35.00,50.00,57.00,12.00,78200000.00,0.81,0.58,19.33
13.00,27.00,37.00,41.00,54.00,32.00,61700000.00,0.77,0.64,19.34
7.00,8.00,19.00,26.00,36.00,15.00,44200000.00,0.74,0.68,19.35
10.00,14.00,30.00,40.00,51.00,1.00,29500000.00,0.69,0.73,19.36
5.00,8.00,29.00,37.00,38.00,34.00,20000000.00,0.65,0.76,19.37
14.00,22.00,52.00,54.00,59.00,4.00,141400000.00,0.59,0.80,19.38
17.00,22.00,36.00,37.00,52.00,24.00,116500000.00,0.55,0.83,19.39
6.00,26.00,35.00,47.00,48.00,21.00,92500000.00,0.49,0.87,19.40
6.00,15.00,20.00,26.00,31.00,9.00,77500000.00,0.45,0.89,19.41
15.00,16.00,20.00,42.00,53.00,17.00,65000000.00,0.39,0.92,19.42
15.00,32.00,43.00,44.00,46.00,19.00,53400000.00,0.34,0.94,19.42
7.00,8.00,23.00,41.00,55.00,23.00,41900000.00,0.27,0.96,19.44
8.00,11.00,15.00,32.00,50.00,27.00,30400000.00,0.22,0.98,19.44
20.00,41.00,44.00,50.00,54.00,22.00,25000000.00,0.15,0.99,19.45
20.00,27.00,29.00,56.00,58.00,31.00,20000000.00,0.10,0.99,19.46
3.00,7.00,23.00,27.00,42.00,37.00,25000000.00,0.03,1.00,19.47
5.00,23.00,25.00,28.00,40.00,34.00,25000000.00,0.00,1.00,19.48
16.00,21.00,27.00,41.00,45.00,14.00,20000000.00,-0.05,1.00,19.49
14.00,16.00,30.00,51.00,52.00,19.00,128800000.00,-0.12,0.99,19.50
10.00,13.00,15.00,31.00,54.00,18.00,104000000.00,-0.17,0.99,19.51
13.00,28.00,49.00,51.00,59.00,33.00,91000000.00,-0.24,0.97,19.52
2.00,24.00,46.00,52.00,56.00,19.00,78000000.00,-0.29,0.96,19.53
4.00,19.00,33.00,41.00,59.00,9.00,67000000.00,-0.35,0.94,19.54
3.00,14.00,20.00,39.00,40.00,37.00,53200000.00,-0.40,0.92,19.55
5.00,18.00,33.00,43.00,45.00,8.00,42200000.00,-0.46,0.89,19.56
2.00,6.00,34.00,35.00,47.00,22.00,30000000.00,-0.51,0.86,19.57
20.00,37.00,39.00,45.00,55.00,28.00,25000000.00,-0.57,0.82,19.58
4.00,30.00,35.00,57.00,59.00,25.00,20000000.00,-0.61,0.79,19.59
9.00,16.00,17.00,28.00,30.00,11.00,59900000.00,-0.66,0.75,19.60
13.00,22.00,25.00,39.00,51.00,28.00,47100000.00,-0.70,0.71,19.61
4.00,35.00,36.00,51.00,56.00,8.00,35400000.00,-0.75,0.66,19.62
5.00,35.00,57.00,58.00,59.00,12.00,25000000.00,-0.78,0.63,19.63
2.00,33.00,39.00,40.00,43.00,26.00,20000000.00,-0.82,0.57,19.64
12.00,14.00,34.00,39.00,46.00,36.00,245000000.00,-0.85,0.53,19.65
11.00,16.00,40.00,51.00,56.00,38.00,209200000.00,-0.88,0.47,19.65
1.00,18.00,21.00,39.00,55.00,6.00,173900000.00,-0.91,0.42,19.67
3.00,8.00,23.00,30.00,58.00,13.00,148600000.00,-0.93,0.36,19.67
16.00,26.00,35.00,52.00,58.00,2.00,125800000.00,-0.95,0.31,19.68
5.00,10.00,24.00,38.00,43.00,1.00,107100000.00,-0.97,0.24,19.69
10.00,12.00,23.00,43.00,47.00,18.00,87200000.00,-0.98,0.19,19.70
3.00,27.00,35.00,37.00,45.00,31.00,74100000.00,-0.99,0.12,19.71
7.00,20.00,43.00,46.00,54.00,17.00,60200000.00,-1.00,0.07,19.72
1.00,12.00,23.00,27.00,43.00,31.00,48900000.00,-1.00,0.00,19.73
30.00,41.00,50.00,51.00,53.00,8.00,37100000.00,-1.00,-0.05,19.74
3.00,4.00,12.00,27.00,44.00,26.00,30000000.00,-0.99,-0.12,19.75
12.00,47.00,48.00,52.00,55.00,13.00,25000000.00,-0.99,-0.17,19.76
6.00,20.00,22.00,32.00,43.00,11.00,20000000.00,-0.97,-0.23,19.77
16.00,41.00,42.00,50.00,59.00,5.00,25000000.00,-0.96,-0.28,19.78
4.00,19.00,22.00,32.00,53.00,24.00,20000000.00,-0.94,-0.35,19.79
3.00,5.00,18.00,27.00,54.00,13.00,107000000.00,-0.92,-0.40,19.80
15.00,25.00,52.00,53.00,54.00,2.00,91500000.00,-0.89,-0.46,19.81
13.00,19.00,35.00,47.00,57.00,29.00,76500000.00,-0.86,-0.50,19.82
2.00,12.00,25.00,54.00,58.00,14.00,62900000.00,-0.83,-0.56,19.83
9.00,13.00,47.00,49.00,53.00,39.00,47900000.00,-0.80,-0.61,19.84
2.00,17.00,23.00,28.00,47.00,36.00,35800000.00,-0.75,-0.66,19.85
18.00,28.00,31.00,48.00,52.00,37.00,25000000.00,-0.72,-0.70,19.86
9.00,12.00,35.00,50.00,58.00,4.00,20000000.00,-0.67,-0.74,19.87
11.00,18.00,36.00,41.00,46.00,38.00,228900000.00,-0.63,-0.78,19.88
25.00,30.00,54.00,57.00,59.00,6.00,182300000.00,-0.57,-0.82,19.88
13.00,19.00,21.00,28.00,49.00,11.00,160700000.00,-0.53,-0.85,19.90
20.00,40.00,41.00,47.00,55.00,19.00,135000000.00,-0.47,-0.88,19.90
38.00,40.00,41.00,51.00,59.00,33.00,113600000.00,-0.43,-0.91,19.92
1.00,7.00,27.00,38.00,48.00,30.00,93600000.00,-0.36,-0.93,19.92
1.00,4.00,38.00,40.00,42.00,17.00,73600000.00,-0.31,-0.95,19.93
24.00,28.00,48.00,50.00,54.00,25.00,62400000.00,-0.25,-0.97,19.94
8.00,18.00,19.00,32.00,54.00,8.00,48600000.00,-0.20,-0.98,19.95
1.00,9.00,11.00,23.00,31.00,6.00,36100000.00,-0.13,-0.99,19.96
11.00,15.00,24.00,50.00,55.00,8.00,25000000.00,-0.08,-1.00,19.97
1.00,11.00,18.00,29.00,51.00,32.00,20000000.00,-0.01,-1.00,19.98
24.00,30.00,45.00,57.00,59.00,26.00,77100000.00,0.04,-1.00,19.99
18.00,36.00,39.00,41.00,57.00,12.00,63300000.00,0.11,-0.99,20.00
12.00,15.00,19.00,46.00,59.00,12.00,49000000.00,0.16,-0.99,20.01
12.00,21.00,22.00,38.00,41.00,18.00,36700000.00,0.23,-0.97,20.02
19.00,20.00,38.00,41.00,43.00,29.00,25000000.00,0.28,-0.96,20.03
16.00,18.00,27.00,36.00,50.00,8.00,20000000.00,0.35,-0.94,20.04
14.00,37.00,44.00,45.00,53.00,29.00,35600000.00,0.39,-0.92,20.05
17.00,19.00,39.00,41.00,58.00,21.00,20000000.00,0.46,-0.89,20.06
8.00,18.00,38.00,46.00,56.00,31.00,210900000.00,0.50,-0.87,20.07
12.00,20.00,43.00,51.00,55.00,11.00,169300000.00,0.56,-0.83,20.08
4.00,23.00,31.00,42.00,50.00,23.00,144200000.00,0.60,-0.80,20.09
2.00,8.00,40.00,49.00,50.00,36.00,121200000.00,0.66,-0.76,20.10
7.00,12.00,13.00,42.00,49.00,16.00,98900000.00,0.69,-0.72,20.11
8.00,17.00,18.00,40.00,44.00,16.00,81600000.00,0.74,-0.67,20.11
9.00,17.00,32.00,43.00,45.00,31.00,65200000.00,0.77,-0.63,20.13
2.00,11.00,27.00,47.00,55.00,15.00,51100000.00,0.82,-0.58,20.13
3.00,15.00,27.00,29.00,41.00,24.00,36900000.00,0.85,-0.53,20.14
6.00,13.00,15.00,32.00,41.00,3.00,25000000.00,0.88,-0.47,20.15
4.00,24.00,40.00,44.00,55.00,5.00,20000000.00,0.90,-0.43,20.16
3.00,11.00,47.00,48.00,58.00,19.00,74000000.00,0.93,-0.37,20.17
9.00,24.00,34.00,36.00,43.00,27.00,57300000.00,0.95,-0.32,20.18
21.00,33.00,44.00,45.00,55.00,7.00,42300000.00,0.97,-0.25,20.19
4.00,23.00,39.00,49.00,50.00,39.00,28000000.00,0.98,-0.20,20.20
5.00,14.00,32.00,53.00,56.00,11.00,20000000.00,0.99,-0.13,20.21
10.00,18.00,41.00,55.00,56.00,15.00,221700000.00,1.00,-0.08,20.22
6.00,22.00,34.00,43.00,45.00,23.00,185200000.00,1.00,-0.01,20.23
19.00,20.00,42.00,56.00,58.00,37.00,153700000.00,1.00,0.04,20.24
4.00,10.00,11.00,19.00,33.00,27.00,129000000.00,0.99,0.11,20.25
5.00,15.00,26.00,28.00,32.00,9.00,103100000.00,0.99,0.16,20.26
3.00,11.00,20.00,27.00,46.00,8.00,83500000.00,0.97,0.23,20.27
28.00,39.00,40.00,48.00,53.00,9.00,68100000.00,0.96,0.28,20.28
1.00,4.00,12.00,41.00,47.00,3.00,54100000.00,0.94,0.34,20.29
12.00,20.00,28.00,40.00,48.00,8.00,39500000.00,0.92,0.39,20.30
2.00,23.00,31.00,42.00,48.00,21.00,26700000.00,0.89,0.45,20.31
7.00,31.00,50.00,51.00,58.00,6.00,20000000.00,0.87,0.50,20.32
4.00,13.00,17.00,21.00,45.00,10.00,182100000.00,0.83,0.56,20.33
29.00,32.00,36.00,39.00,49.00,29.00,154800000.00,0.80,0.60,20.34
3.00,12.00,34.00,37.00,42.00,36.00,129100000.00,0.76,0.65,20.34
9.00,13.00,21.00,23.00,48.00,24.00,104300000.00,0.72,0.69,20.36
11.00,32.00,36.00,48.00,52.00,19.00,83500000.00,0.67,0.74,20.36
7.00,11.00,39.00,42.00,51.00,30.00,65600000.00,0.64,0.77,20.37
15.00,37.00,41.00,56.00,59.00,5.00,51300000.00,0.58,0.81,20.38
3.00,14.00,33.00,53.00,57.00,36.00,35700000.00,0.54,0.84,20.39
24.00,28.00,45.00,49.00,52.00,2.00,25000000.00,0.48,0.88,20.40
4.00,5.00,36.00,47.00,58.00,6.00,20000000.00,0.43,0.90,20.41
30.00,31.00,34.00,45.00,51.00,23.00,122100000.00,0.37,0.93,20.42
22.00,36.00,51.00,56.00,59.00,32.00,99400000.00,0.32,0.95,20.43
9.00,13.00,22.00,23.00,37.00,31.00,82400000.00,0.26,0.97,20.44
19.00,21.00,23.00,40.00,48.00,27.00,65800000.00,0.21,0.98,20.45
6.00,7.00,26.00,33.00,52.00,24.00,52500000.00,0.14,0.99,20.46
22.00,26.00,32.00,38.00,40.00,7.00,37900000.00,0.09,1.00,20.47
18.00,22.00,37.00,47.00,54.00,36.00,25000000.00,0.02,1.00,20.48
36.00,46.00,50.00,52.00,55.00,14.00,40000000.00,-0.03,1.00,20.49
11.00,13.00,23.00,43.00,54.00,4.00,50000000.00,-0.09,1.00,20.50
1.00,18.00,35.00,39.00,44.00,11.00,40000000.00,-0.15,0.99,20.51
5.00,8.00,20.00,23.00,30.00,3.00,50000000.00,-0.20,0.98,20.52
15.00,23.00,40.00,44.00,55.00,14.00,40000000.00,-0.27,0.96,20.53
8.00,10.00,25.00,36.00,44.00,28.00,50000000.00,-0.32,0.95,20.54
7.00,23.00,26.00,40.00,53.00,21.00,40000000.00,-0.38,0.92,20.55
13.00,17.00,19.00,27.00,38.00,12.00,50000000.00,-0.43,0.90,20.55
3.00,10.00,19.00,36.00,46.00,3.00,40000000.00,-0.49,0.87,20.57
5.00,16.00,22.00,23.00,29.00,6.00,587500000.00,-0.54,0.84,20.57
22.00,32.00,37.00,44.00,50.00,34.00,325000000.00,-0.59,0.80,20.58
8.00,18.00,24.00,30.00,39.00,26.00,250000000.00,-0.63,0.77,20.59
3.00,15.00,27.00,58.00,59.00,20.00,214000000.00,-0.69,0.73,20.60
8.00,10.00,30.00,44.00,58.00,13.00,185000000.00,-0.72,0.69,20.61
32.00,42.00,50.00,54.00,55.00,32.00,168000000.00,-0.77,0.64,20.62
32.00,34.00,45.00,52.00,58.00,20.00,143000000.00,-0.80,0.60,20.63
4.00,7.00,9.00,30.00,54.00,25.00,124000000.00,-0.84,0.54,20.64
1.00,27.00,31.00,45.00,48.00,5.00,110000000.00,-0.87,0.50,20.65
22.00,32.00,34.00,36.00,56.00,33.00,100000000.00,-0.90,0.44,20.66
3.00,18.00,21.00,23.00,50.00,4.00,90000000.00,-0.92,0.39,20.67
4.00,21.00,28.00,31.00,44.00,10.00,80000000.00,-0.94,0.33,20.68
1.00,7.00,10.00,23.00,42.00,35.00,70000000.00,-0.96,0.28,20.69
2.00,5.00,25.00,26.00,49.00,18.00,60000000.00,-0.98,0.21,20.70
18.00,26.00,29.00,35.00,43.00,28.00,50000000.00,-0.99,0.16,20.71
15.00,26.00,34.00,36.00,59.00,35.00,40000000.00,-1.00,0.09,20.72
17.00,23.00,36.00,55.00,59.00,10.00,50000000.00,-1.00,0.04,20.73
14.00,18.00,28.00,29.00,57.00,8.00,40000000.00,-1.00,-0.03,20.74
13.00,26.00,39.00,41.00,42.00,10.00,202100000.00,-1.00,-0.08,20.75
2.00,16.00,18.00,40.00,42.00,33.00,174000000.00,-0.99,-0.15,20.76
1.00,5.00,8.00,39.00,50.00,23.00,149000000.00,-0.98,-0.20,20.77
3.00,20.00,26.00,43.00,48.00,1.00,125000000.00,-0.96,-0.26,20.78
24.00,33.00,36.00,48.00,56.00,6.00,110000000.00,-0.95,-0.31,20.78
6.00,20.00,34.00,44.00,48.00,29.00,100000000.00,-0.93,-0.38,20.80
4.00,19.00,26.00,42.00,51.00,29.00,90000000.00,-0.91,-0.42,20.80
8.00,11.00,21.00,44.00,49.00,22.00,80000000.00,-0.87,-0.49,20.81
25.00,28.00,49.00,54.00,56.00,28.00,70000000.00,-0.85,-0.53,20.82
1.00,6.00,7.00,20.00,49.00,23.00,60000000.00,-0.81,-0.59,20.83
22.00,29.00,31.00,47.00,55.00,19.00,50000000.00,-0.78,-0.63,20.84
14.00,26.00,41.00,55.00,59.00,1.00,40000000.00,-0.73,-0.68,20.85
6.00,27.00,46.00,51.00,56.00,21.00,337000000.00,-0.70,-0.72,20.86
4.00,13.00,39.00,46.00,51.00,1.00,253000000.00,-0.65,-0.76,20.87
3.00,7.00,11.00,15.00,28.00,12.00,212000000.00,-0.61,-0.79,20.88
19.00,30.00,48.00,53.00,55.00,18.00,181000000.00,-0.55,-0.83,20.89
3.00,16.00,48.00,56.00,58.00,4.00,158000000.00,-0.51,-0.86,20.90
5.00,6.00,13.00,36.00,50.00,13.00,139000000.00,-0.45,-0.89,20.91
3.00,14.00,35.00,38.00,46.00,16.00,121000000.00,-0.40,-0.92,20.92
9.00,31.00,38.00,54.00,56.00,20.00,110000000.00,-0.34,-0.94,20.93
2.00,5.00,20.00,23.00,57.00,3.00,100000000.00,-0.29,-0.96,20.94
4.00,16.00,32.00,37.00,46.00,13.00,90000000.00,-0.22,-0.98,20.95
5.00,22.00,36.00,49.00,55.00,23.00,80000000.00,-0.17,-0.99,20.96
3.00,5.00,29.00,39.00,59.00,29.00,70000000.00,-0.10,-0.99,20.97
14.00,19.00,35.00,39.00,56.00,33.00,60000000.00,-0.05,-1.00,20.98
7.00,15.00,20.00,41.00,44.00,22.00,50000000.00,0.02,-1.00,20.99
6.00,34.00,40.00,46.00,58.00,6.00,40000000.00,0.07,-1.00,20.99
1.00,3.00,41.00,44.00,53.00,30.00,60000000.00,0.14,-0.99,21.01
11.00,17.00,29.00,56.00,57.00,14.00,50000000.00,0.19,-0.98,21.01
8.00,14.00,15.00,16.00,27.00,26.00,40000000.00,0.25,-0.97,21.02
7.00,10.00,14.00,33.00,57.00,18.00,241000000.00,0.30,-0.95,21.03
18.00,22.00,45.00,56.00,57.00,27.00,205000000.00,0.37,-0.93,21.04
19.00,30.00,33.00,48.00,59.00,27.00,177000000.00,0.42,-0.91,21.05
9.00,10.00,17.00,29.00,45.00,33.00,164000000.00,0.48,-0.88,21.06
9.00,10.00,24.00,52.00,56.00,14.00,146000000.00,0.52,-0.85,21.07
13.00,14.00,41.00,49.00,59.00,14.00,128000000.00,0.58,-0.82,21.08
4.00,7.00,26.00,53.00,59.00,32.00,110000000.00,0.62,-0.78,21.09
8.00,13.00,35.00,46.00,51.00,30.00,100000000.00,0.67,-0.74,21.10
3.00,7.00,21.00,28.00,43.00,2.00,90000000.00,0.71,-0.70,21.11
10.00,24.00,35.00,53.00,58.00,22.00,80000000.00,0.76,-0.65,21.12
1.00,7.00,11.00,55.00,56.00,1.00,70000000.00,0.79,-0.61,21.13
9.00,12.00,20.00,44.00,59.00,23.00,60000000.00,0.83,-0.56,21.14
7.00,8.00,33.00,38.00,50.00,29.00,50000000.00,0.86,-0.51,21.15
31.00,39.00,40.00,57.00,58.00,33.00,40000000.00,0.89,-0.45,21.16
4.00,25.00,29.00,34.00,43.00,29.00,173000000.00,0.91,-0.41,21.17
